"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922120","2-T32-GM0","NIH","6922120","Pre-Doctoral","07/01/2010","06/30/2014","","","","","","0","487,312","0","487,312","6922120"
"","07287-36","","","Grant In The","","","","","","","","","","","",""
"","","","","Biological Sci","","","","","","","","","","","",""
"6922120","2-T32-GM0","NIH","6922153","Pre-Doctoral","07/01/2010","06/30/2011","","0","0","0","0","0","1,784,064","1,784,064","0","6922153"
"","07287-36","","","Grant In The","","","","","","","","","","","",""
"","","","","Biological Sci","","","","","","","","","","","",""
"6922120","2-T32-GM0","NIH","6924190","Pre-Doctoral","07/01/2011","06/30/2012","","0","0","0","0","0","1,915,817","1,915,817","-0","6924190"
"","07287-37","","","Grant In The","","","","","","","","","","","",""
"","","","","Biological Sci","","","","","","","","","","","",""
"6922120","5-T32-GM0","NIH","6926120","Pre-Doctoral","07/01/2012","06/30/2013","","","","","","0","0","0","0","6926120"
"","07287-38","","","Grant In The","","","","","","","","","","","",""
"","","","","Biological Sci","","","","","","","","","","","",""
"6926349","5-R01-GM0","NIH","6926349","Initiation Of Dna","07/01/2012","09/30/2014","28,914","36,452","13,305","105,670","98,456","282,798","629,258","579,681","49,578","6926349"
"","52339-19","","","Replication Of","","","","","","","","","","","",""
"","","","","Yeast C","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","28,914","120,557","43,802","1,878,419","107,624","2,179,316","8,558,635","8,071,492","487,143",""
"","","","","","","Page 1 of 14, Thursday, September 11, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Biology","","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Supervisor: Boyer /Laurie Ann","","","","","","","","","","","","","",""
"P151065","Biology-Boyer","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6926387","R2216-A","J. David","6926387","The Epigenetic","08/01/2012","07/31/2013","2,750","7,200","2,016","16,272","19,531","47,770","306,669","306,669","0","6926387"
"","","Gladstone","","Landscape Of","","","","","","","","","","","",""
"","","Institutes","","Heart Develo","","","","","","","","","","","",""
"6926387","R2216-A","J. David","6928587","The Epigenetic","08/01/2013","07/31/2014","27,500","19,019","5,623","98,093","87,469","237,704","258,775","237,704","21,071","6928587"
"","","Gladstone","","Landscape Of","","","","","","","","","","","",""
"","","Institutes","","Heart Develo","","","","","","","","","","","",""
"6926979","13IRG1468","American","6926979","Dissecting The","01/01/2013","12/31/2014","","48,397","17,176","18,537","8,411","92,522","150,000","116,076","33,924","6926979"
"","0029","Heart","","Function Of Long","","","","","","","","","","","",""
"","","Association","","Non-Codi","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","30,250","74,616","24,815","132,903","115,411","377,996","715,444","660,449","54,995",""
"Supervisor: Burge /Christopher B","","","","","","","","","","","","",""
"P151000","Biology","","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6919994","1-T32-GM0","NIH","6919994","Graduate","07/01/2009","06/30/2014","","","","","","0","28,227","0","28,227","6919994"
"","87237-01","","","Training In","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","And S","","","","","","","","","","","",""
"6919994","1-T32-GM0","NIH","6920235","Graduate","07/01/2009","06/30/2010","","0","0","0","0","0","116,024","116,024","-0","6920235"
"","87237-01","","","Training In","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","And S","","","","","","","","","","","",""
"6919994","3-T32-GM0","NIH","6920236","Graduate","08/03/2009","08/02/2011","","0","0","0","0","0","83,574","83,574","0","6920236"
"","87237-01S1","","","Training In","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","And S","","","","","","","","","","","",""
"6919994","5-T32-GM0","NIH","6922219","Graduate","07/01/2010","06/30/2011","","","","0","","0","114,907","114,907","0","6922219"
"","87237-02","","","Training In","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","And S","","","","","","","","","","","",""
"6919994","5-T32-GM0","NIH","6924058","Graduate","07/01/2011","06/30/2012","","0","0","0","0","0","204,164","204,164","0","6924058"
"","87237-03","","","Training In","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","And S","","","","","","","","","","","",""
"6919994","5-T32-GM0","NIH","6926155","Graduate","07/01/2012","06/30/2013","","114","41","-1,458","12","-1,291","213,047","212,597","450","6926155"
"","87237-04","","","Training In","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","And S","","","","","","","","","","","",""
"6919994","5-T32-GM0","NIH","6928132","Graduate","07/01/2013","06/30/2014","","5,163","1,884","200,600","564","208,211","223,273","208,211","15,062","6928132"
"","87237-05","","","Training In","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","And S","","","","","","","","","","","",""
"P151054","Biology-Burge","","","","","","","","","","","","","",""
"","","","","","","Page 2 of 14, Thursday, September 11, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Biology","","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6924521","5-R01-HG0","NIH","6924521","Regulation And","09/01/2011","05/31/2015","78,310","70,123","22,601","236,589","209,036","616,659","2,040,741","1,494,252","546,489","6924521"
"","02439-13","","","Evolution Of","","","","","","","","","","","",""
"","","","","Alternative","","","","","","","","","","","",""
"6925728","5-R01-HG0","NIH","6925728","Development Of","04/24/2012","02/28/2015","33,083","14,176","4,876","45,617","46,069","143,820","784,996","447,503","337,493","6925728"
"","06781-03","","","Technologies For","","","","","","","","","","","",""
"","","","","Genome-W","","","","","","","","","","","",""
"6926352","2-R01-GM0","MIT -","6926429","Function Of","08/01/2012","04/30/2015","","20,340","5,695","0","15,751","41,786","83,065","83,771","-706","6926429"
"","85319-05","Internal Cost","","Sequence-Specifi","","","","","","","","","","","",""
"","","Sharing","","c Regulators","","","","","","","","","","","",""
"6926352","5-R01-GM0","NIH","6926352","Function Of","08/01/2012","04/30/2015","41,906","80,633","29,282","108,284","139,735","399,840","1,013,865","671,850","342,015","6926352"
"","85319-07","","","Sequence-Specifi","","","","","","","","","","","",""
"","","","","c Regulators","","","","","","","","","","","",""
"6926485","UCHC6-346","University of","6926485","Comprehensive","09/21/2012","07/31/2013","","7,601","2,741","-5,325","4,614","9,631","402,045","402,045","0","6926485"
"","16290","Connecticut","","Analysis Of","","","","","","","","","","","",""
"","","Health","","Functional Rna","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6926485","UCHC6-431","University of","6928552","Year 2:","08/01/2013","07/31/2014","2,750","57,624","20,916","116,484","110,749","308,524","418,914","308,524","110,390","6928552"
"","10843","Connecticut","","Comprehensive","","","","","","","","","","","",""
"","","Health","","Analysis Of Functi","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6930085","1-U01-CA18","NIH","6930088","Dynamics Of","06/01/2014","05/31/2015","","","","1,183","662","1,845","0","1,845","-1,845","6930088"
"","4897-01","","","Gene And","","","","","","","","","","","",""
"","","","","Isoform","","","","","","","","","","","",""
"","","","","Regulation","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","156,050","255,773","88,037","701,973","527,192","1,729,025","5,726,840","4,349,265","1,377,575",""
"Supervisor: Chen /Jianzhu","","","","","","","","","","","","","",""
"P151000","Biology","","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6928731","AGREEME","Skolkovo","6929407","Chen Parent","10/01/2013","01/23/2019","","","","","","0","0","0","0","6929407"
"","NT DATED","Institute of","","","","","","","","","","","","","",""
"","10/1/13","Science and","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"6928731","AGREEME","Skolkovo","6929408","Iddh Project 1:","10/01/2013","01/23/2019","","","","","","0","60,390","0","60,390","6929408"
"","NT DATED","Institute of","","Chen","","","","","","","","","","","",""
"","10/1/13","Science and","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"6928731","AGREEME","Skolkovo","6929410","Iddh Project 3:","10/01/2013","01/23/2019","","","","126","71","197","60,391","197","60,194","6929410"
"","NT DATED","Institute of","","Chen","","","","","","","","","","","",""
"","10/1/13","Science and","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","","","126","71","197","120,781","197","120,584",""
"","","","","","","Page 3 of 14, Thursday, September 11, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Biology","","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Supervisor: Gilbert /Wendy","","","","","","","","","","","","","",""
"P151067","Biology-Gilbert","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6925501","5-R01-GM0","NIH","6925501","Functional","01/02/2012","05/31/2015","14,688","72,684","25,433","156,123","155,983","424,911","884,288","757,728","126,560","6925501"
"","94303-03","","","Consequences","","","","","","","","","","","",""
"","","","","Of Ribosome Hete","","","","","","","","","","","",""
"6929144","RSG-13-396","American","6929144","Role Of Snornas","01/01/2014","12/31/2017","","15,047","5,014","30,708","10,149","60,919","702,500","60,919","641,581","6929144"
"","-01-RMC","Cancer","","In Dna Repair","","","","","","","","","","","",""
"","","Society,","","And Cancer","","","","","","","","","","","",""
"","","Incorporated","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","14,688","87,731","30,447","186,831","166,132","485,830","1,586,788","818,647","768,141",""
"Supervisor: Grossman /Alan Davis","","","","","","","","","","","","",""
"P151009","Biology-Grossman","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6890357","AGMT","E.I. Du Pont","6891611","Technology","09/01/2000","05/31/2004","0","0","0","0","0","0","424,601","424,601","0","6891611"
"","EFF.","De Nemours","","Platform","","","","","","","","","","","",""
"","12/10/99","& Company","","Development For","","","","","","","","","","","",""
"","","","","Bioi","","","","","","","","","","","",""
"6917944","3-R01-GM0","NIH","6917944","Cell-Cell","07/01/2008","02/03/2014","0","-624","-175","338","4","-458","1,618,775","1,618,775","-0","6917944"
"","50895-16S1","","","Signaling, Gene","","","","","","","","","","","",""
"","","","","Expression, An","","","","","","","","","","","",""
"6917944","3-R01-GM0","NIH","6928572","Cell-Cell","06/01/2013","02/03/2014","5,333","39,868","14,552","18,652","43,907","122,312","122,312","122,312","-0","6928572"
"","50895-16S1","","","Signaling, Gene","","","","","","","","","","","",""
"","","","","Expression, An","","","","","","","","","","","",""
"6918974","5-R37-GM0","NIH","6918974","Cell Cycle And","12/01/2008","12/30/2013","16,245","61,967","21,834","60,678","100,695","261,418","2,821,717","2,821,717","-0","6918974"
"","41934-22","","","Sporulation In","","","","","","","","","","","",""
"","","","","Bacillis S","","","","","","","","","","","",""
"6929179","2-R01-GM0","NIH","6929179","Cell-Cell","11/07/2013","01/31/2015","","34,428","12,566","16,987","35,829","99,810","384,217","99,810","284,407","6929179"
"","50895-17A1","","","Signaling, Gene","","","","","","","","","","","",""
"","","","","Expression, An","","","","","","","","","","","",""
"6929214","4-R37-GM0","NIH","6929214","Cell Cycle And","12/31/2013","11/30/2014","19,422","52,381","19,119","33,638","62,943","187,503","587,343","187,503","399,840","6929214"
"","41934-23","","","Sporulation In","","","","","","","","","","","",""
"","","","","Bacillis S","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","41,000","188,020","67,897","130,291","243,377","670,585","5,958,965","5,274,718","684,247",""
"Supervisor: Guarente /Leonard Pershing","","","","","","","","","","","","",""
"P151015","Biology-Guarente","","","","","","","","","","","","","",""
"","","","","","","Page 4 of 14, Thursday, September 11, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Biology","","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6921330","5-R01-AG01","NIH","6921330","Function Of","02/01/2010","01/31/2015","","68,976","23,106","74,479","113,124","279,685","2,092,038","1,701,785","390,253","6921330"
"","5339-15","","","Mammalian Sirt1","","","","","","","","","","","",""
"","","","","In Aging","","","","","","","","","","","",""
"6925641","5-R01-AG01","NIH","6925641","Function Of Sirt1","04/01/2012","03/31/2015","","117,711","41,113","115,381","164,708","438,913","1,366,117","915,809","450,308","6925641"
"","1119-22","","","In Growth And","","","","","","","","","","","",""
"","","","","Reproduc","","","","","","","","","","","",""
"6925718","AGMT DTD","Jain","6925718","Identification Of","05/01/2012","07/31/2014","","57,557","21,008","4,689","8,325","91,579","202,602","194,712","7,890","6925718"
"","4/30/12","Foundation","","Genetic","","","","","","","","","","","",""
"","","","","Suppressors Of","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","244,243","85,226","194,549","286,158","810,177","3,660,757","2,812,305","848,452",""
"Supervisor: Horvitz /Howard Robert","","","","","","","","","","","","",""
"P151036","Biology-Horvitz","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6920086","5-R01-GM0","NIH","6920086","Genetic Analysis","07/01/2009","06/06/2013","0","0","0","10,355","7,041","17,396","1,798,099","1,798,099","0","6920086"
"","24663-35","","","Of Nematode","","","","","","","","","","","",""
"","","","","Egg Laying","","","","","","","","","","","",""
"6927800","2013-S-001","The ALS","6927800","Analysis Of The","05/10/2013","05/10/2016","","45,749","16,698","10,316","0","72,763","241,666","81,752","159,914","6927800"
"","","Therapy","","Function And","","","","","","","","","","","",""
"","","Alliance, Inc.","","Dysfunction","","","","","","","","","","","",""
"6927931","5-R01-GM0","NIH","6927931","Genetic Analysis","06/07/2013","05/31/2015","39,018","65,395","23,449","152,389","110,847","391,098","998,899","412,192","586,706","6927931"
"","24663-37","","","Of Nematode","","","","","","","","","","","",""
"","","","","Egg Laying","","","","","","","","","","","",""
"6928388","1-R03-HD07","NIH","6928388","Development Of","08/01/2013","07/31/2014","","30,181","11,016","","23,070","64,267","78,000","64,267","13,733","6928388"
"","5076-01A1","","","Tissue-Specific","","","","","","","","","","","",""
"","","","","Knockout","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","39,018","141,325","51,163","173,060","140,958","545,524","3,116,663","2,356,310","760,354",""
"Supervisor: Imperiali /Barbara","","","","","","","","","","","","","",""
"P151000","Biology","","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6929830","1-S10-OD01","NIH","6929830","Acquisition Of","05/01/2014","04/30/2015","","","","180,389","","180,389","180,445","180,389","56","6929830"
"","6326-01A1","","","Octet Biolayer","","","","","","","","","","","",""
"","","","","Interferom","","","","","","","","","","","",""
"P151072","Biology-Imperiali","","","","","","","","","","","","","",""
"","","","","","","Page 5 of 14, Thursday, September 11, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Biology","","","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6920597","5-R01-EB01","NIH","6920631","Perfused 3D","09/30/2009","08/31/2014","","20,513","7,487","8,731","22,546","59,277","548,342","510,973","37,369","6920631"
"","0246-04","","","Tissue","","","","","","","","","","","",""
"","","","","Surrogates For","","","","","","","","","","","",""
"","","","","Comple","","","","","","","","","","","",""
"6925316","5 R03","NIH","6925316","Inhibition Of","01/01/2012","12/31/2013","11,532","","","6,695","7,832","26,060","79,046","79,046","-0","6925316"
"","MH096549-","","","Glycoprotein","","","","","","","","","","","",""
"","02","","","Biosynthesis","","","","","","","","","","","",""
"6925529","5-R01-GM0","NIH","6925529","Inhibition Of","04/01/2012","03/31/2015","7,959","39,960","11,300","55,543","61,897","176,660","455,859","449,158","6,701","6925529"
"","97241-02","","","Prokaryote-Specifi","","","","","","","","","","","",""
"","","","","c Saccha","","","","","","","","","","","",""
"6925541","5-R01-GM0","NIH","6925541","N-Linked Protein","02/01/2012","03/31/2015","50,359","29,180","9,650","131,506","106,244","326,939","965,225","732,163","233,062","6925541"
"","39334-27","","","Glycosylation:","","","","","","","","","","","",""
"","","","","Pathways","","","","","","","","","","","",""
"6925541","5-R01-GM0","NIH","6929690","(Administrative","04/01/2014","03/31/2015","","8,190","2,989","","6,260","17,440","85,340","17,440","67,900","6929690"
"","39334-27S1","","","Supplement To","","","","","","","","","","","",""
"","","","","Gm039334)","","","","","","","","","","","",""
"6927062","5-R21-AI10","NIH","6927062","Pgt Inhibitors","02/01/2013","01/31/2015","14,973","33,458","12,212","91,608","55,276","207,527","419,526","281,282","138,244","6927062"
"","1807-02","","","Mapped From A","","","","","","","","","","","",""
"","","","","Tunicamycin","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","84,823","131,302","43,639","474,472","260,056","994,291","2,733,783","2,250,451","483,332",""
"Supervisor: Jaenisch /Rudolf","","","","","","","","","","","","","",""
"P151000","Biology","","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"2737789","MODIFIED","Kuwait","6929659","Towards The","09/01/2014","08/31/2015","","","","","","0","100,000","0","100,000","6929659"
"","GRANT","Foundation","","Developing","","","","","","","","","","","",""
"","AGMT.","for the","","Patient-Specific","","","","","","","","","","","",""
"","SIGNED","Advancemen","","","","","","","","","","","","","",""
"","","t of Sciences","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","","","","","","100,000","0","100,000",""
"Supervisor: Kaiser /Chris","","","","","","","","","","","","","",""
"P151046","Biology-Kaiser","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6920238","5-R01-GM0","NIH","6920238","Molecular","06/03/2009","06/30/2013","0","0","0","-2,595","201","-2,393","1,878,106","1,878,106","0","6920238"
"","46941-21","","","Genetics Of","","","","","","","","","","","",""
"","","","","Intracellular Prot","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","0","0","-2,595","201","-2,393","1,878,106","1,878,106","0",""
"","","","","","","Page 6 of 14, Thursday, September 11, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Biology","","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Supervisor: Keating /Amy E","","","","","","","","","","","","","",""
"P151059","Biology-Keating","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6919357","5-R01-GM0","NIH","6919357","Analysis And","01/01/2009","03/31/2014","5,500","39,852","14,305","5,445","44,269","109,371","1,387,825","1,387,825","-0","6919357"
"","67681-09","","","Design Of Coiled","","","","","","","","","","","",""
"","","","","Coil Partn","","","","","","","","","","","",""
"6921564","MCB-09502","NSF","6921564","Coiled-Coil","03/01/2010","02/28/2015","32,833","18,778","6,520","46,104","55,886","160,120","860,000","839,849","20,151","6921564"
"","33","","","Modules For","","","","","","","","","","","",""
"","","","","Molecular Engine","","","","","","","","","","","",""
"6922779","5-R01-GM0","NIH","6922779","Very Large","09/30/2010","08/31/2014","38,500","88,578","31,200","160,324","191,730","510,330","1,571,462","1,245,318","326,144","6922779"
"","96466-04","","","Datasets And","","","","","","","","","","","",""
"","","","","New Models To Pr","","","","","","","","","","","",""
"6922779","3-R01-GM0","NIH","6926559","Very Large","09/01/2012","04/15/2013","","0","0","0","0","0","46,595","46,595","-0","6926559"
"","96466-03S1","","","Datasets And","","","","","","","","","","","",""
"","","","","New Models To Pr","","","","","","","","","","","",""
"6929621","RESEARCH","Pfizer","6929621","Developing","04/01/2014","03/31/2015","","11,929","4,313","","9,095","25,337","108,161","25,337","82,824","6929621"
"","AGR","Incorporated","","Computational","","","","","","","","","","","",""
"","EFFECTIVE","","","Tools For Antib","","","","","","","","","","","",""
"","MAY","","","","","","","","","","","","","","",""
"6930024","1-R01GM11","NIH","6930024","Computationally","05/01/2014","03/31/2015","1,417","4,725","1,323","707","4,576","12,748","324,942","12,748","312,194","6930024"
"","0048-01","","","Guided Design Of","","","","","","","","","","","",""
"","","","","Helical","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","78,250","163,861","57,660","212,579","305,556","817,907","4,298,985","3,557,672","741,313",""
"Supervisor: Kim /Dennis H","","","","","","","","","","","","","",""
"P151012","Biology-Kim","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
